Age,Income,Year_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Previous,Complain,ChildrenHome,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Response
69,80812.0,8.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,0,0,0,1,0,0,0,0,0,1,0
59,54072.0,8.0,71,35,0,4,0,0,0,1,2,0,2,8,0,0,2,0,0,0,0,1,0,1,0,0,0
38,23228.0,7.0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,1,0,0,1,0,0,0,1,0,0,0
44,52513.0,10.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,1,0,0,0,0,0,0,0,1,0
60,46102.0,7.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,3,0,0,1,0,0,1,0,0,0,0
77,69755.0,9.0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0
67,80395.0,8.0,62,445,25,706,80,76,48,1,6,5,12,2,1,0,0,0,0,1,0,0,0,1,0,0,0
47,76532.0,8.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,2,0,0,1,0,0,0,0,0,1,0
47,33183.0,8.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,1,0,0,1,0,0,0,1,0,0,0
42,33228.0,8.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,1,0,0,1,0,0,0,1,0,0,0
44,57867.0,9.0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,1,0,0,1,0,0,0,0,0,1,0
70,57247.0,8.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,1,1,0,0,0,0,0,0,0,1,0
55,35441.0,9.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,2,0,0,1,0,0,0,1,0,0,0
49,37401.0,7.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,1,0,0,0,0,1,0,1,0,0,0
32,35765.0,8.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,1,0,0,1,0,0,0,1,0,0,0
47,37284.0,9.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,2,1,0,0,0,0,0,1,0,0,0
46,23718.0,9.0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,1,1,0,0,0,0,0,1,0,0,0
63,24221.0,8.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0
61,30081.0,9.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0
36,29999.0,9.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,1,0,0,0,0,1,0,0,1,0,0
57,65735.0,8.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,2,0,0,0,1,0,0,0,0,1,0
36,8940.0,9.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,1,0,1,0,0,0,0,0,1,0,0
47,74190.0,7.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,1,0,0,1,0,0,0,1,0,0,0
57,69263.0,7.0,14,492,5,32,13,5,21,1,9,1,7,6,1,0,1,0,0,1,0,0,0,0,1,0,0
56,44794.0,7.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,1,0,0,1,0,0,0,1,0,0,0
51,38196.0,7.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,2,0,0,0,1,0,0,1,0,0,0
60,57967.0,9.0,39,229,7,137,4,0,91,5,4,2,8,5,0,0,1,0,0,1,0,0,0,0,1,0,0
47,61905.0,8.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,1,0,0,0,0,1,0,0,0,1,0
70,69142.0,7.0,50,448,4,34,6,4,39,3,8,1,7,5,1,0,1,0,0,1,0,0,1,0,0,0,0
60,37859.0,8.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,3,0,0,1,0,0,1,0,0,0,0
35,57100.0,7.0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,1,0,0,1,0,0,0,0,1,0,0
44,63855.0,8.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,1,0,0,0,0,0,0,0,1,0
65,40451.0,8.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,2,0,0,0,0,1,0,0,0,1,0
51,32892.0,7.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,1,0,0,0,0,1,0,0,0,1,0
48,34421.0,9.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,1,0,0,1,0,0,0,1,0,0,0
67,36927.0,8.0,46,51,0,16,0,0,4,2,3,0,3,8,0,0,2,0,0,0,1,0,0,0,1,0,0
53,68695.0,7.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0
43,33462.0,8.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,1,0,0,0,1,0,1,0,0,0,0
46,75012.0,8.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0
33,17487.0,9.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,1,0,1,0,0,0,0,1,0,0,0
43,60474.0,9.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,1,0,0,1,0,0,0,0,1,0,0
76,66835.0,8.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,1,0,0,1,0,0,0
54,23748.0,9.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,1,0,0,0,1,0,1,0,0,0,0
48,65352.0,8.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,1,0,0,0,0,1,0,1,0,0,0
57,36317.0,8.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,1,0,0,1,0,0,0,0,0,1,0
70,64831.0,8.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,2,1,0,0,0,0,0,0,1,0,0
56,44529.0,8.0,98,538,13,91,17,6,26,6,6,2,11,5,1,0,1,0,0,1,0,0,0,1,0,0,0
37,66503.0,9.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,1,0,0,1,0,0,0,0,1,0,0
69,51411.0,8.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,3,0,0,0,0,1,0,0,1,0,0
71,32871.0,8.0,28,22,2,12,0,2,5,1,1,0,3,4,0,0,2,0,0,1,0,0,0,1,0,0,0
49,57100.0,8.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,1,0,0,0,0,0,1,0
62,58401.0,7.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,1,0,0,1,0,0,1,0,0,0,0
51,1730.0,7.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,1,0,0,1,0,0,0,0
40,66664.0,9.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0
44,41580.0,9.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,2,0,0,1,0,0,0,0,0,1,0
36,41411.0,8.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,1,0,0,1,0,0,0,0
41,36959.0,9.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,1,0,0,0,1,0,0,1,0,0,0
57,56962.0,8.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,3,0,0,0,1,0,0,1,0,0,0
44,60199.0,8.0,49,8,1,7,2,0,0,1,0,0,3,4,0,0,3,0,0,1,0,0,0,0,1,0,0
35,67430.0,9.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,1,0,0,0,0,0,1,0
51,42403.0,8.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,1,0,0,0,0,1,0,1,0,0,0
44,41986.0,7.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0
55,30753.0,8.0,85,12,5,25,0,9,30,2,1,1,3,5,0,0,2,1,0,0,0,0,0,0,0,1,0
54,50014.0,8.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,1,0,0,0,1,0,0,0,1,0,0
34,23331.0,9.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,1,1,0,0,0,0,0,0,1,0,0
56,54198.0,8.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,2,0,0,1,0,0,0,1,0,0,0
47,53253.0,8.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,2,0,0,0,1,0,0,0,0,1,0
53,69901.0,8.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,1,0,0,1,0,0,1,0,0,0,0
57,33168.0,9.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,1,0,0,0,1,0,0,0,1,0,0
45,72117.0,8.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,1,0,0,1,0,0,0,1,0,0,0
44,27683.0,10.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,1,0,0,0,0,1,0,0,0,1,0
63,76320.0,7.0,49,526,35,214,69,53,35,2,6,3,4,2,0,0,1,0,0,1,0,0,0,0,1,0,0
62,47823.0,8.0,0,53,1,5,2,1,10,2,2,0,3,8,0,0,1,1,0,0,0,0,0,0,1,0,0
64,79803.0,8.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0
71,80872.0,7.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0
50,84906.0,9.0,98,997,15,414,99,30,76,1,5,6,12,2,1,0,0,0,0,1,0,0,0,0,0,1,0
69,37716.0,7.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,1,0,0,1,0,0,0,1,0,0,0
69,62551.0,8.0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0
48,69719.0,7.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0
43,60474.0,9.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,1,0,0,1,0,0,0,0,1,0,0
53,4428.0,8.0,0,16,4,12,2,4,321,0,25,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
62,29440.0,8.0,95,17,8,14,10,4,3,2,1,0,4,7,0,0,2,0,0,1,0,0,0,1,0,0,0
58,65526.0,7.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,1,0,0,0,0,1,0,1,0,0,0
53,68695.0,7.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0
63,71232.0,8.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,1,0,0,1,0,0,0,0,0,1,0
41,40211.0,8.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,2,0,0,1,0,0,0,1,0,0,0
39,50150.0,8.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,1,0,1,0,0,0
33,31928.0,8.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,1,0,0,1,0,0,0,0,0,1,0
70,62307.0,8.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,1,0,0,1,0,0,0,0,1,0,0
65,47743.0,9.0,56,198,2,43,0,12,20,3,4,1,6,6,1,0,1,0,0,1,0,0,0,1,0,0,0
62,62204.0,9.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,2,0,0,1,0,0,1,0,0,0,0
82,51141.0,8.0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0
48,40049.0,9.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,1,0,0,1,0,0,0,1,0,0,0
50,24434.0,7.0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,2,0,0,1,0,0,0,1,0,0,0
67,57959.0,9.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,1,0,0,1,0,0,0,0,1,0,0
41,36038.0,8.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,1,0,0,0,0,1,0,0,1,0,0
30,18746.0,7.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,1,0,1,0,0,0,0,0,1,0,0
49,34961.0,7.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,1,0,0,1,0,0,0,1,0,0,0
46,71322.0,8.0,31,121,24,124,24,15,42,1,4,1,7,2,0,0,1,0,0,1,0,0,0,0,0,1,0
45,42997.0,8.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,2,0,0,0,0,1,0,0,1,0,0
71,40689.0,9.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,1,0,0,1,0,0,0,0,0,1,0
72,57045.0,9.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,1,0,0,1,0,0,0,1,0,0,0
55,42664.0,8.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,1,0,0,1,0,0,0,1,0,0,0
58,68316.0,10.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,1,1,0,0,0,0,0,0,0,1,0
32,24279.0,9.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,1,0,0,0,0,1,0,0,0
71,75903.0,8.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,1,0,0,1,0,0,0,1,0,0,0
70,33402.0,8.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,2,0,0,1,0,0,0,0,0,1,0
53,51039.0,9.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,2,0,0,0,0,1,0,1,0,0,0
32,26095.0,8.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0
51,58350.0,9.0,5,493,26,206,116,80,80,4,8,3,12,6,0,0,1,0,0,1,0,0,0,0,1,0,0
52,66731.0,9.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,1,0,0,1,0,0,0,0,1,0,0
76,37760.0,9.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,1,0,0,0,0,0,1,0
52,23162.0,8.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,2,1,0,0,0,0,0,1,0,0,0
53,62187.0,8.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,1,0,0,0,0,1,0,0,1,0,0
64,15056.0,9.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,2,0,1,0,0,0,0,0,1,0,0
45,27889.0,8.0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,1,0,0,0,1,0,0,1,0,0,0
76,44124.0,8.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,1,0,0,0,0,1,0,0,0,1,0
38,65370.0,9.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0
43,58025.0,8.0,81,270,31,88,11,48,22,3,3,2,10,4,0,0,1,0,0,1,0,0,0,1,0,0,0
49,52034.0,8.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,2,0,0,0,1,0,1,0,0,0,0
57,71488.0,9.0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0
75,67472.0,8.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,1,0,0,0,0,1,0,1,0,0,0
78,65275.0,9.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,1,0,0,0,1,0,0,0
75,74485.0,8.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,1,0,0,0,0,0,1,0
67,38452.0,8.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,2,0,0,0,1,0,0,1,0,0,0
45,33178.0,8.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,1,0,0,1,0,0,0,0,0,1,0
49,69401.0,8.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,1,1,0,0,0,0,0,0,0,1,0
71,49389.0,8.0,55,40,0,19,2,1,3,1,2,0,3,7,0,0,2,0,0,0,1,0,0,0,1,0,0
50,30023.0,8.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,1,0,0,1,0,0,0,1,0,0,0
46,39356.0,8.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,2,0,0,1,0,0,0,1,0,0,0
65,37633.0,9.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,2,0,0,0,0,1,0,1,0,0,0
47,56559.0,9.0,46,226,22,133,41,31,31,3,4,3,8,4,0,0,1,0,0,0,0,1,0,0,0,1,0
70,67433.0,8.0,51,615,28,259,12,48,30,4,6,5,13,4,1,0,2,0,0,1,0,0,0,1,0,0,0
50,65704.0,8.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0
42,77353.0,8.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,1,0,0,1,0,0,0,1,0,0,0
74,61467.0,9.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,2,0,0,0,0,1,0,1,0,0,0
59,22419.0,8.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,1,0,0,0,1,0,0,0
64,50520.0,8.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,1,0,0,0,0,1,0,0,1,0,0
43,63777.0,9.0,87,457,5,106,15,17,53,8,11,1,6,8,0,0,2,0,0,1,0,0,0,1,0,0,0
66,54603.0,8.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,2,0,0,0,1,0,0,0,0,1,0
32,24683.0,7.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,1,1,0,0,0,0,0,1,0,0,0
44,66373.0,8.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,2,0,0,1,0,0,0,1,0,0,0
42,61014.0,9.0,17,269,129,495,182,43,29,4,9,3,4,7,0,0,1,0,0,1,0,0,0,1,0,0,0
58,41551.0,8.0,51,220,0,33,3,0,23,5,5,1,5,8,0,0,2,0,0,0,0,1,0,1,0,0,0
52,74854.0,8.0,90,856,59,487,58,29,73,7,2,5,5,5,0,0,3,0,0,1,0,0,0,0,0,1,0
35,17323.0,9.0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,1,0,0,0,1,0,0,0
36,33235.0,7.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,1,0,0,1,0,0,0,0,0,1,0
30,34935.0,8.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,1,0,0,0,1,0,0,0
39,28427.0,9.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,1,0,0,1,0,0,0,0,0,1,0
53,65747.0,7.0,96,346,17,48,23,13,13,4,8,1,6,6,1,0,1,0,0,1,0,0,0,1,0,0,0
46,42473.0,8.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,2,0,0,0,0,1,0,0,1,0,0
56,67272.0,8.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,1,0,0,1,0,0,1,0,0,0,0
57,36921.0,8.0,74,17,1,12,3,1,4,2,2,0,3,7,0,0,2,0,0,0,0,1,1,0,0,0,0
62,41275.0,8.0,33,24,4,22,0,2,9,4,3,1,3,5,0,0,3,0,0,0,1,0,0,0,0,1,0
33,81217.0,8.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0
37,20559.0,8.0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,1,0,0,0,1,0,0,1,0,0,0
36,42386.0,9.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,1,0,0,0,1,0,0,0,0,1,0
45,69389.0,9.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,1,0,0,0,0,1,0,1,0,0,0
68,74637.0,8.0,73,960,64,464,146,0,16,1,6,9,9,3,1,0,0,0,0,0,0,1,0,0,1,0,0
40,22448.0,8.0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0
77,62847.0,9.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0
42,50183.0,7.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,2,0,0,1,0,0,0,1,0,0,0
51,29732.0,8.0,23,25,0,8,0,1,4,1,2,0,2,9,0,0,1,0,0,0,0,1,0,0,0,1,0
72,56551.0,7.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,2,0,0,0,0,1,0,0,1,0,0
33,81217.0,8.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0
60,63887.0,9.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,1,0,0,1,0,0,1,0,0,0,0
37,23148.0,8.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,1,0,0,0,0,0,1,0,0,0
67,74805.0,8.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,1,1,0,0,0,0,0,0,0,1,0
43,68274.0,8.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,2,0,0,1,0,0,1,0,0,0,0
70,55951.0,9.0,62,1241,0,80,0,13,40,3,3,6,11,8,1,0,1,0,0,0,1,0,0,0,0,1,0
62,79530.0,8.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,1,0,0,0,1,0,0,0
70,28457.0,9.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,1,0,0,0,0,0,0,1,0,0
55,28420.0,8.0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,1,0,0,0,0,1,1,0,0,0,0
49,37401.0,7.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,1,0,0,0,0,1,0,1,0,0,0
51,76445.0,9.0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,1,0,0,1,0,0,0,1,0,0,0
43,34350.0,8.0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,1,0,0,1,0,0,0,0,0,1,0
50,65685.0,8.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,1,0,0,1,0,0,0,1,0,0,0
58,42523.0,7.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0
38,24570.0,9.0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,1,0,0,1,0,0,0,1,0,0,0
56,63810.0,9.0,45,977,12,253,16,12,101,4,4,3,12,8,1,0,1,0,0,1,0,0,0,0,1,0,0
69,41452.0,8.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,2,0,0,1,0,0,0,0,0,1,0
68,57744.0,8.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,1,0,0,0,0,1,0,1,0,0,0
34,66951.0,9.0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0
63,44911.0,9.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,1,0,0,1,0,0,0,0,0,1,0
44,77583.0,7.0,93,372,23,384,250,12,108,1,4,5,9,2,1,0,0,0,0,1,0,0,0,1,0,0,0
44,38415.0,9.0,91,22,1,13,4,0,4,2,1,0,3,7,0,0,2,0,0,1,0,0,0,1,0,0,0
49,65333.0,8.0,58,654,7,92,0,15,30,7,9,4,8,6,1,0,1,0,0,1,0,0,0,0,1,0,0
62,47916.0,9.0,72,505,0,26,0,0,75,5,7,4,6,6,1,0,1,0,0,1,0,0,0,0,1,0,0
38,37235.0,8.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0
50,42394.0,8.0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,1,0,0,0,1,0,0,0,1,0,0
33,46107.0,7.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,1,0,0,1,0,0,0,0,1,0,0
54,75922.0,8.0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0
64,49967.0,8.0,4,212,6,69,4,12,3,3,6,1,5,7,0,0,1,0,0,1,0,0,0,0,1,0,0
74,56223.0,8.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,1,0,0,0,0,1,0,1,0,0,0
50,76234.0,7.0,21,519,50,167,130,0,41,1,8,3,11,3,1,0,1,0,0,0,1,0,0,1,0,0,0
45,40246.0,9.0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,1,0,0,1,0,0,1,0,0,0,0
41,24480.0,8.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,1,0,1,0,0,0,0,1,0,0,0
57,70053.0,9.0,38,512,53,98,81,179,89,3,8,5,10,5,0,0,1,0,0,0,1,0,0,1,0,0,0
58,18701.0,9.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,2,0,0,1,0,0,0,0,1,0,0
66,53230.0,10.0,86,176,72,98,136,21,229,4,5,2,12,5,0,0,1,1,0,0,0,0,0,1,0,0,0
57,62745.0,9.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,1,0,0,0,0,1,0,1,0,0,0
50,49854.0,8.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,1,0,0,0,1,0,0,0,0,1,0
60,62568.0,7.0,99,362,17,398,80,35,61,3,5,3,5,4,1,0,1,0,0,1,0,0,0,0,0,1,0
68,36807.0,9.0,88,4,2,5,0,0,5,1,1,0,2,6,0,0,2,0,0,1,0,0,0,0,0,1,0
68,62820.0,8.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0
31,51373.0,8.0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0
69,47703.0,8.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,1,0,0,1,0,0,0,1,0,0,0
60,76624.0,7.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,1,0,0,1,0,0,0,0,1,0,0
52,67353.0,8.0,37,702,17,151,0,8,35,5,5,6,12,2,0,0,1,0,0,0,0,1,0,1,0,0,0
49,43050.0,8.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,1,1,0,0,0,0,0,1,0,0,0
47,31160.0,8.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,1,0,0,0,1,0,0,0,1,0,0
45,23763.0,9.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,1,0,0,1,0,0,0,0,1,0,0
60,76081.0,7.0,85,292,30,415,63,33,200,1,4,5,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0
42,80011.0,8.0,3,421,76,536,82,178,102,2,8,6,5,4,0,0,1,0,0,1,0,0,0,1,0,0,0
49,59041.0,7.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,2,0,0,1,0,0,0,1,0,0,0
47,74165.0,9.0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,1,1,0,0,0,0
74,34469.0,8.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,2,0,0,0,0,1,0,1,0,0,0
33,38683.0,10.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,1,1,0,0,0,0,0,0,0,1,0
57,51717.0,8.0,55,98,1,17,0,1,5,1,3,0,4,7,1,0,1,0,0,0,0,1,0,0,0,1,0
46,59809.0,9.0,36,598,16,141,32,41,49,3,3,3,6,8,0,0,2,0,0,1,0,0,0,1,0,0,0
62,62807.0,9.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,1,0,0,1,0,0,0,0,0,1,0
52,58710.0,9.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,1,0,0,1,0,0,1,0,0,0,0
71,40689.0,9.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,1,0,0,1,0,0,0,0,0,1,0
64,66886.0,8.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,1,0,0,1,0,0,0,0,0,1,0
62,49154.0,9.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,2,0,0,0,0,1,0,1,0,0,0
66,26150.0,8.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,3,0,0,1,0,0,1,0,0,0,0
